accession,organism_name,organism_tidy_name,country,isolation_source,genome_size,cell_type,temp_cat,classic,hybrid,unorthodox,h_pt,his_ka,che_a,ntr_c,prr_a,omp_r,nar_l,cy_c_c,lyt_tr,spo0a,yes_n,che_b,rpf_g,che_v,rsb_u,ami_r_nas_r,ple_d_vie_a,ple_d,vie_a,cit_t,che_y,csr_a,ycb_b,pil_b,lys_r,ars_r,frz_z,sarp,mer_r,bet_r,alp_a,hxl_r,xre,che_c,trx_b,lmb_e,wca_a,pgl_z,vie_b,hal_x,icl_r,unclassified
GCA_020244685.1,Microcystis sp. M54BS1,Microcystis_sp__M54BS1,Brazil: Belo Horizonte;Pampulha lake,freshwater surface (50 cm depth),5262926,single,temperate,12,5,0,0,2,1,0,0,8,4,0,0,0,0,0,0,0,1,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020244705.1,Microcystis sp. M55BS1,Microcystis_sp__M55BS1,Brazil: Belo Horizonte;Pampulha lake,freshwater surface (50 cm depth),5284774,single,temperate,12,5,0,0,2,1,0,0,8,4,0,0,0,0,0,0,0,1,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020244715.1,Microcystis sp. M57BS1,Microcystis_sp__M57BS1,Brazil: Belo Horizonte;Pampulha lake,freshwater surface (50 cm depth),5266927,single,temperate,13,6,0,0,2,1,0,0,8,4,0,0,0,0,0,0,0,1,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020244765.1,Microcystis sp. M51BS1,Microcystis_sp__M51BS1,Brazil: Belo Horizonte;Pampulha lake,freshwater surface (50 cm depth),5287563,single,temperate,12,5,0,0,2,1,0,0,8,4,0,0,0,0,0,0,0,1,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020244875.1,Microcystis sp. M44BS1,Microcystis_sp__M44BS1,Brazil: Belo Horizonte;Pampulha lake,freshwater surface (50 cm depth),5276330,single,temperate,12,5,0,0,2,1,0,0,8,4,0,0,0,0,0,0,0,1,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020244895.1,Microcystis sp. M43BS1,Microcystis_sp__M43BS1,Brazil: Belo Horizonte;Pampulha lake,freshwater surface (50 cm depth),5353253,single,temperate,12,5,0,0,2,1,0,0,8,4,0,0,0,0,0,0,0,1,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020244905.1,Microcystis sp. M42BS1,Microcystis_sp__M42BS1,Brazil: Belo Horizonte;Pampulha lake,freshwater surface (50 cm depth),5379317,single,temperate,12,6,0,0,2,1,0,0,8,4,0,0,0,0,0,0,0,1,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020244965.1,Microcystis sp. M41BS1,Microcystis_sp__M41BS1,Brazil: Belo Horizonte;Pampulha lake,freshwater surface (50 cm depth),5293257,single,temperate,12,5,0,0,2,1,0,0,8,4,0,0,0,0,0,0,0,1,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020244995.1,Microcystis sp. M38BS1,Microcystis_sp__M38BS1,Brazil: Belo Horizonte;Pampulha lake,freshwater surface (50 cm depth),5475269,single,temperate,12,5,0,0,2,1,0,0,8,4,0,0,0,0,0,0,0,1,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020245035.1,Microcystis sp. M40BS1,Microcystis_sp__M40BS1,Brazil: Belo Horizonte;Pampulha lake,freshwater surface (50 cm depth),5307646,single,temperate,12,5,0,0,2,1,0,0,8,4,0,0,0,0,0,0,0,1,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020245055.1,Microcystis sp. M39BS1,Microcystis_sp__M39BS1,Brazil: Belo Horizonte;Pampulha lake,freshwater surface (50 cm depth),5261142,single,temperate,12,5,0,0,2,1,0,0,8,4,0,0,0,0,0,0,0,1,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020245085.1,Microcystis sp. M34BS1,Microcystis_sp__M34BS1,Brazil: Belo Horizonte;Pampulha lake,freshwater surface (50 cm depth),5313427,single,temperate,12,5,0,0,2,1,0,0,8,4,0,0,0,0,0,0,0,1,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020245145.1,Microcystis sp. M29BS1,Microcystis_sp__M29BS1,Brazil: Belo Horizonte;Pampulha lake,freshwater surface (50 cm depth),5285179,single,temperate,11,5,0,0,2,1,0,0,8,4,0,0,0,0,0,0,0,1,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020245175.1,Microcystis sp. M26BS1,Microcystis_sp__M26BS1,Brazil: Belo Horizonte;Pampulha lake,freshwater surface (50 cm depth),5374924,single,temperate,12,5,0,0,2,1,0,0,8,4,0,0,0,0,0,0,0,1,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020245205.1,Microcystis sp. M27BS1,Microcystis_sp__M27BS1,Brazil: Belo Horizonte;Pampulha lake,freshwater surface (50 cm depth),5313986,single,temperate,12,5,0,0,2,1,0,0,8,4,0,0,0,0,0,0,0,1,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020245245.1,Microcystis sp. M25BS1,Microcystis_sp__M25BS1,Brazil: Belo Horizonte;Pampulha lake,freshwater surface (50 cm depth),5293260,single,temperate,12,5,0,0,2,1,0,0,8,4,0,0,0,0,0,0,0,1,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020245265.1,Microcystis sp. M19BS1,Microcystis_sp__M19BS1,Brazil: Belo Horizonte;Pampulha lake,freshwater surface (50 cm depth),4774355,single,temperate,14,5,0,1,2,1,0,0,9,5,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020245285.1,Microcystis sp. M31BS1,Microcystis_sp__M31BS1,Brazil: Belo Horizonte;Pampulha lake,freshwater surface (50 cm depth),4849909,single,temperate,11,6,0,1,2,1,0,0,8,4,0,0,0,0,0,0,0,1,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020245305.1,Microcystis sp. M20BS1,Microcystis_sp__M20BS1,Brazil: Belo Horizonte;Pampulha lake,freshwater surface (50 cm depth),4785442,single,temperate,14,5,0,1,2,1,0,0,9,5,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020245415.1,Microcystis sp. M18BS1,Microcystis_sp__M18BS1,Brazil: Belo Horizonte;Pampulha lake,freshwater surface (50 cm depth),5326101,single,temperate,12,5,0,0,2,1,0,0,8,4,0,0,0,0,0,0,0,1,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020245465.1,Microcystis sp. M087S2,Microcystis_sp__M087S2,Canada: Quebec;Champlain Lake,freshwater surface (50 cm depth),4561942,single,cold-freezing,12,6,0,2,2,1,0,0,8,4,0,0,0,0,0,0,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020245485.1,Microcystis sp. M091S2,Microcystis_sp__M091S2,Canada: Quebec;Champlain Lake,freshwater surface (50 cm depth),4704747,single,cold-freezing,11,6,0,2,2,1,0,0,7,5,0,0,0,0,0,0,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020245505.1,Microcystis sp. M080S2,Microcystis_sp__M080S2,Canada: Quebec;Champlain Lake,freshwater surface (50 cm depth),4537832,single,cold-freezing,13,8,0,2,2,1,0,0,8,4,0,0,0,0,0,0,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020245525.1,Microcystis sp. M069S2,Microcystis_sp__M069S2,Canada: Quebec;Champlain Lake,freshwater surface (50 cm depth),4748065,single,cold-freezing,12,6,0,2,2,1,0,0,8,5,0,0,0,0,0,0,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020245555.1,Microcystis sp. M064S2,Microcystis_sp__M064S2,Canada: Quebec;Champlain Lake,freshwater surface (50 cm depth),4720467,single,cold-freezing,12,6,0,2,2,1,0,0,8,5,0,0,0,0,0,0,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020245585.1,Microcystis sp. M054S2,Microcystis_sp__M054S2,Canada: Quebec;Champlain Lake,freshwater surface (50 cm depth),4706373,single,cold-freezing,12,6,0,2,2,1,0,0,8,5,0,0,0,0,0,0,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020245605.1,Microcystis sp. M061S2,Microcystis_sp__M061S2,Canada: Quebec;Champlain Lake,freshwater surface (50 cm depth),4614262,single,cold-freezing,13,6,0,1,2,1,0,0,8,4,0,0,0,0,0,0,0,1,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020245625.1,Microcystis sp. M049S2,Microcystis_sp__M049S2,Canada: Quebec;Champlain Lake,freshwater surface (50 cm depth),4657893,single,cold-freezing,13,6,0,2,2,1,0,0,8,5,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020245635.1,Microcystis sp. M046S2,Microcystis_sp__M046S2,Canada: Quebec;Champlain Lake,freshwater surface (50 cm depth),4912543,single,cold-freezing,10,6,0,1,2,1,0,0,7,5,0,0,0,0,0,0,0,1,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020245655.1,Microcystis sp. M045S2,Microcystis_sp__M045S2,Canada: Quebec;Champlain Lake,freshwater surface (50 cm depth),4890706,single,cold-freezing,14,5,0,1,2,1,0,0,9,5,0,0,0,0,0,0,0,1,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020245755.1,Microcystis sp. M034S2,Microcystis_sp__M034S2,Canada: Quebec;Champlain Lake,freshwater surface (50 cm depth),4359208,single,cold-freezing,12,6,0,2,2,1,0,0,8,5,0,0,0,0,0,0,0,1,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020245785.1,Microcystis sp. M025S2,Microcystis_sp__M025S2,Canada: Quebec;Champlain Lake,freshwater surface (50 cm depth),4580428,single,cold-freezing,14,6,0,1,2,1,0,0,8,5,0,0,0,0,0,0,0,1,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020245805.1,Microcystis sp. M179S2,Microcystis_sp__M179S2,Canada: Quebec;Champlain Lake,freshwater surface (50 cm depth),4970139,single,cold-freezing,12,6,0,1,2,1,0,0,8,5,0,0,0,0,0,0,0,1,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020245845.1,Microcystis sp. M172S2,Microcystis_sp__M172S2,Canada: Quebec;Champlain Lake,freshwater surface (50 cm depth),4653014,single,cold-freezing,14,5,0,1,2,1,0,0,9,5,0,0,0,0,0,0,0,1,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020245865.1,Microcystis sp. M169S2,Microcystis_sp__M169S2,Canada: Quebec;Champlain Lake,freshwater surface (50 cm depth),4655797,single,cold-freezing,14,6,0,2,2,1,0,0,9,5,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020245895.1,Microcystis sp. M162S2,Microcystis_sp__M162S2,Canada: Quebec;Champlain Lake,freshwater surface (50 cm depth),4529869,single,cold-freezing,12,6,0,1,2,1,0,0,7,4,0,0,0,0,0,0,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020245905.1,Microcystis sp. M166S2,Microcystis_sp__M166S2,Canada: Quebec;Champlain Lake,freshwater surface (50 cm depth),4561710,single,cold-freezing,13,6,0,1,2,1,0,0,7,4,0,0,0,0,0,0,0,1,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020245945.1,Microcystis sp. M015S2,Microcystis_sp__M015S2,Canada: Quebec;Champlain Lake,freshwater surface (50 cm depth),4550963,single,cold-freezing,14,6,0,1,2,1,0,0,8,5,0,0,0,0,0,0,0,1,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020245985.1,Microcystis sp. M152S2,Microcystis_sp__M152S2,Canada: Quebec;Champlain Lake,freshwater surface (50 cm depth),4485096,single,cold-freezing,11,6,0,1,2,1,0,0,7,4,0,0,0,0,0,0,0,1,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020246005.1,Microcystis sp. M151S2,Microcystis_sp__M151S2,Canada: Quebec;Champlain Lake,freshwater surface (50 cm depth),4540924,single,cold-freezing,12,6,0,2,2,1,0,0,8,4,0,0,0,0,0,0,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020246015.1,Microcystis sp. M145S2,Microcystis_sp__M145S2,Canada: Quebec;Champlain Lake,freshwater surface (50 cm depth),4594401,single,cold-freezing,14,6,0,1,2,1,0,0,8,5,0,0,0,0,0,0,0,1,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020246025.1,Microcystis sp. M155S2,Microcystis_sp__M155S2,Canada: Quebec;Champlain Lake,freshwater surface (50 cm depth),4419503,single,cold-freezing,12,6,0,1,2,1,0,0,7,4,0,0,0,0,0,0,0,1,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020246065.1,Microcystis sp. M144S2,Microcystis_sp__M144S2,Canada: Quebec;Champlain Lake,freshwater surface (50 cm depth),4353331,single,cold-freezing,13,5,0,2,2,1,0,0,8,5,0,0,0,0,0,0,0,1,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020246105.1,Microcystis sp. M125S2,Microcystis_sp__M125S2,Canada: Quebec;Champlain Lake,freshwater surface (50 cm depth),4570919,single,cold-freezing,13,6,0,1,2,1,0,0,7,4,0,0,0,0,0,0,0,1,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020246125.1,Microcystis sp. M136S2,Microcystis_sp__M136S2,Canada: Quebec;Champlain Lake,freshwater surface (50 cm depth),4528932,single,cold-freezing,13,6,0,1,2,1,0,0,7,4,0,0,0,0,0,0,0,1,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020246135.1,Microcystis sp. M135S2,Microcystis_sp__M135S2,Canada: Quebec;Champlain Lake,freshwater surface (50 cm depth),4590509,single,cold-freezing,12,6,0,2,2,1,0,0,7,3,0,0,0,0,0,0,0,1,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020246165.1,Microcystis sp. M122S2,Microcystis_sp__M122S2,Canada: Quebec;Champlain Lake,freshwater surface (50 cm depth),4704844,single,cold-freezing,12,6,0,2,2,1,0,0,8,5,0,0,0,0,0,0,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020246185.1,Microcystis sp. M113S2,Microcystis_sp__M113S2,Canada: Quebec;Champlain Lake,freshwater surface (50 cm depth),4531412,single,cold-freezing,12,6,0,1,2,1,0,0,7,4,0,0,0,0,0,0,0,1,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020246205.1,Microcystis sp. M116S2,Microcystis_sp__M116S2,Canada: Quebec;Champlain Lake,freshwater surface (50 cm depth),4735029,single,cold-freezing,12,6,0,2,2,1,0,0,7,5,0,0,0,0,0,0,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020246215.1,Microcystis sp. M112S2,Microcystis_sp__M112S2,Canada: Quebec;Champlain Lake,freshwater surface (50 cm depth),4384539,single,cold-freezing,12,6,0,1,2,1,0,0,7,4,0,0,0,0,0,0,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020246245.1,Microcystis sp. M114S2,Microcystis_sp__M114S2,Canada: Quebec;Champlain Lake,freshwater surface (50 cm depth),4810960,single,cold-freezing,14,5,0,1,2,1,0,0,9,5,0,0,0,0,0,0,0,1,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020246265.1,Microcystis sp. M100S2,Microcystis_sp__M100S2,Canada: Quebec;Champlain Lake,freshwater surface (50 cm depth),4743834,single,cold-freezing,12,6,0,2,2,1,0,0,8,5,0,0,0,0,0,0,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020246365.1,Microcystis sp. M007S1,Microcystis_sp__M007S1,Canada: Quebec;Champlain Lake,freshwater surface (50 cm depth),4769371,single,cold-freezing,14,5,0,1,2,1,0,0,9,6,0,0,0,0,0,0,0,1,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020246375.1,Microcystis sp. M085S1,Microcystis_sp__M085S1,Canada: Quebec;Champlain Lake,freshwater surface (50 cm depth),4739061,single,cold-freezing,12,6,0,2,2,1,0,0,8,5,0,0,0,0,0,0,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020246405.1,Microcystis sp. M083S1,Microcystis_sp__M083S1,Canada: Quebec;Champlain Lake,freshwater surface (50 cm depth),4569295,single,cold-freezing,12,6,0,2,2,1,0,0,8,5,0,0,0,0,0,0,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020246425.1,Microcystis sp. M079S1,Microcystis_sp__M079S1,Canada: Quebec;Champlain Lake,freshwater surface (50 cm depth),4705533,single,cold-freezing,14,5,0,1,2,1,0,0,9,5,0,0,0,0,0,0,0,1,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020246445.1,Microcystis sp. M078S1,Microcystis_sp__M078S1,Canada: Quebec;Champlain Lake,freshwater surface (50 cm depth),4850951,single,cold-freezing,13,5,0,1,2,1,0,0,9,5,0,0,0,0,0,0,0,1,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020246465.1,Microcystis sp. M074S1,Microcystis_sp__M074S1,Canada: Quebec;Champlain Lake,freshwater surface (50 cm depth),4930428,single,cold-freezing,15,5,0,1,2,1,0,0,9,5,0,0,0,0,0,0,0,1,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020246525.1,Microcystis sp. M065S1,Microcystis_sp__M065S1,Canada: Quebec;Champlain Lake,freshwater surface (50 cm depth),4805915,single,cold-freezing,13,6,0,2,2,1,0,0,8,6,0,0,0,0,0,0,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020246565.1,Microcystis sp. M051S1,Microcystis_sp__M051S1,Canada: Quebec;Champlain Lake,freshwater surface (50 cm depth),4513526,single,cold-freezing,14,6,0,1,2,1,0,0,7,3,0,0,0,0,0,0,0,1,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020246605.1,Microcystis sp. M048S1,Microcystis_sp__M048S1,Canada: Quebec;Champlain Lake,freshwater surface (50 cm depth),4543707,single,cold-freezing,12,6,0,1,2,1,0,0,7,3,0,0,0,0,0,0,0,1,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020246645.1,Microcystis sp. M046S1,Microcystis_sp__M046S1,Canada: Quebec;Champlain Lake,freshwater surface (50 cm depth),4778061,single,cold-freezing,12,6,0,2,2,1,0,0,8,5,0,0,0,0,0,0,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020246665.1,Microcystis sp. M045S1,Microcystis_sp__M045S1,Canada: Quebec;Champlain Lake,freshwater surface (50 cm depth),4677996,single,cold-freezing,12,6,0,2,2,1,0,0,8,5,0,0,0,0,0,0,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020246685.1,Microcystis sp. M043S1,Microcystis_sp__M043S1,Canada: Quebec;Champlain Lake,freshwater surface (50 cm depth),4673225,single,cold-freezing,12,6,0,2,2,1,0,0,8,5,0,0,0,0,0,0,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020246705.1,Microcystis sp. M042S1,Microcystis_sp__M042S1,Canada: Quebec;Champlain Lake,freshwater surface (50 cm depth),4662916,single,cold-freezing,12,6,0,2,2,1,0,0,8,5,0,0,0,0,0,0,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020246735.1,Microcystis sp. M039S1,Microcystis_sp__M039S1,Canada: Quebec;Champlain Lake,freshwater surface (50 cm depth),4528746,single,cold-freezing,13,6,0,1,2,1,0,0,7,4,0,0,0,0,0,0,0,1,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020246765.1,Microcystis sp. M035S1,Microcystis_sp__M035S1,Canada: Quebec;Champlain Lake,freshwater surface (50 cm depth),4584031,single,cold-freezing,13,6,0,1,2,1,0,0,7,4,0,0,0,0,0,0,0,1,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020246845.1,Microcystis sp. M034S1,Microcystis_sp__M034S1,Canada: Quebec;Champlain Lake,freshwater surface (50 cm depth),4628336,single,cold-freezing,12,6,0,1,2,1,0,0,7,4,0,0,0,0,0,0,0,1,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020246905.1,Microcystis sp. M011S1,Microcystis_sp__M011S1,Canada: Quebec;Champlain Lake,freshwater surface (50 cm depth),4526952,single,cold-freezing,13,6,0,1,2,1,0,0,7,4,0,0,0,0,0,0,0,1,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020246925.1,Microcystis sp. M112S1,Microcystis_sp__M112S1,Canada: Quebec;Champlain Lake,freshwater surface (50 cm depth),4809659,single,cold-freezing,12,6,0,1,2,1,0,0,7,5,0,0,0,0,0,0,0,1,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020386575.1,Phormidium sp. PBR-2020,Phormidium_sp__PBR_2020,Canada:Calgary,Soda lakes,5000054,filament,temperate,59,27,6,1,3,4,0,0,12,4,2,0,0,0,1,0,0,2,0,5,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
GCA_020403945.1,Pseudanabaena sp. M125S2SP2A07QC,Pseudanabaena_sp__M125S2SP2A07QC,Canada: Quebec;Champlain Lake,Microcystis colony from freshwater lake,4472406,filament,temperate,24,27,4,5,1,4,0,0,9,5,0,0,0,0,0,0,0,2,0,2,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
GCA_020404025.1,Pseudanabaena sp. M037S2SP2A07QC,Pseudanabaena_sp__M037S2SP2A07QC,Canada: Quebec;Champlain Lake,Microcystis colony from freshwater lake,4706602,filament,temperate,24,28,4,5,1,4,0,0,9,5,0,0,0,0,0,0,0,2,0,2,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
GCA_020404045.1,Pseudanabaena sp. M151S2SP2A07QC,Pseudanabaena_sp__M151S2SP2A07QC,Canada: Quebec;Champlain Lake,Microcystis colony from freshwater lake,4808925,filament,temperate,24,27,4,6,1,4,0,0,9,5,0,0,0,0,0,0,1,2,0,2,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
GCA_020404065.1,Pseudanabaena sp. M152S2SP2A07QC,Pseudanabaena_sp__M152S2SP2A07QC,Canada: Quebec;Champlain Lake,Microcystis colony from freshwater lake,4828984,filament,temperate,24,28,4,5,1,4,0,0,9,5,0,0,0,0,0,0,0,2,0,2,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
GCA_020404085.1,Pseudanabaena sp. M065S1SP2A07QC,Pseudanabaena_sp__M065S1SP2A07QC,Canada: Quebec;Champlain Lake,Microcystis colony from freshwater lake,4748683,filament,temperate,23,26,4,5,1,4,0,0,9,5,0,0,0,0,0,0,0,2,0,2,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
GCA_020404105.1,Pseudanabaena sp. M53BS1SP1A06MG,Pseudanabaena_sp__M53BS1SP1A06MG,Brazil: Belo Horizonte;Pampulha Lake,Microcystis colony from freshwater lake,4628989,filament,temperate,19,26,3,4,2,3,0,0,11,6,0,0,0,0,0,0,0,1,0,2,2,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
GCA_020404895.1,Pseudanabaena sp. M085S1SP2A07QC,Pseudanabaena_sp__M085S1SP2A07QC,Canada: Quebec;Champlain Lake,Microcystis colony from freshwater lake,4808668,filament,temperate,24,28,4,5,1,4,0,0,10,5,0,0,0,0,0,0,0,2,0,2,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
